Rank,Reg.No,GPA,Prov Field,Pref
276,E/16/404,2.65,Civil,3
277,E/16/111,2.65,Civil,1
278,E/16/136,2.65,Mech,3
279,E/16/129,2.65,Civil,1
280,E/16/011,2.65,Civil,2
281,E/16/046,2.6,Civil,2
282,E/16/027,2.6,Mech,1
283,E/16/007,2.6,Civil,1
284,E/16/245,2.6,Civil,3
285,E/16/119,2.6,Civil,1
286,E/16/048,2.6,Civil,2
287,E/16/195,2.6,Civil,1
288,E/16/253,2.6,Chem,1
289,E/16/133,2.6,Civil,2
290,E/16/338,2.6,Civil,1
291,E/16/211,2.6,Civil,1
292,E/16/339,2.6,Civil,1
293,E/16/271,2.6,Civil,1
294,E/16/179,2.15,Manufac,3
295,E/16/230,2.6,Mech,1
296,E/16/272,2.6,Civil,1
297,E/16/095,2.6,Civil,3
298,E/16/314,2.6,Mech,2
299,E/16/330,2.6,Civil,1
300,E/16/409,2.55,Mech,2
301,E/16/378,2.55,Mech,2
302,E/16/326,2.55,Civil,1
303,E/16/265,2.55,Civil,1
304,E/16/098,2.55,Mech,1
305,E/16/167,2.55,Civil,1
306,E/16/171,2.55,Mech,1
307,E/16/185,2.55,Mech,1
308,E/16/283,2.55,Civil,1
309,E/16/072,2.55,Civil,1
310,E/16/144,2.55,Chem,3
311,E/16/131,2.5,Chem,1
312,E/16/186,2.5,Civil,1
313,E/16/031,2.5,Civil,1
314,E/16/047,2.5,Civil,1
315,E/16/205,2.5,Civil,2
316,E/16/371,2.5,Civil,3
317,E/16/400,2.5,Mech,1
318,E/16/091,2.5,Civil,3
319,E/16/188,2.5,Civil,3
320,E/16/001,2.5,Civil,1
321,E/16/074,2.5,Mech,2
322,E/16/300,2.5,Civil,1
323,E/15/408,2.5,Civil,1
324,E/16/216,2.5,Civil,3
325,E/16/327,2.5,Civil,3
326,E/16/130,2.5,Civil,3
327,E/16/120,2.5,Civil,1
328,E/16/336,2.5,Mech,1
329,E/16/151,2.5,Civil,2
330,E/16/324,2.5,Civil,2
331,E/16/349,2.45,Civil,3
332,E/16/359,2.45,Civil,1
333,E/16/097,2.45,Mech,1
334,E/16/137,2.45,Civil,1
335,E/16/005,2.45,Mech,3
336,E/16/270,2.45,Civil,2
337,E/16/413,2.45,Civil,1
338,E/16/391,2.45,Mech,2
339,E/16/105,2.45,Mech,1
340,E/16/235,2.45,Civil,1
341,E/16/376,2.45,Civil,1
342,E/16/363,2.45,Mech,2
343,E/16/266,2.45,Civil,1
344,E/16/302,2.45,Civil,4
345,E/16/206,2.45,Civil,1
346,E/15/266,2.45,Civil,2
347,E/16/352,2.45,Civil,1
348,E/16/273,2.4,Civil,3
349,E/16/298,2.4,Manufac,3
350,E/16/212,2.4,Civil,2
351,E/16/233,2.4,Manufac,1
352,E/16/397,2.4,Civil,3
353,E/16/262,2.4,Civil,1
354,E/16/288,2.4,Civil,1
355,E/16/132,2.4,Civil,1
356,E/16/018,2.4,Civil,3
357,E/16/159,2.4,Manufac,2
358,E/16/166,2.4,Civil,1
359,E/16/251,2.4,Civil,2
360,E/16/296,2.35,Civil,1
361,E/16/257,2.35,Civil,4
362,E/16/401,2.35,Manufac,1
363,E/16/080,2.35,Civil,3
364,E/16/110,2.35,Civil,3
365,E/16/077,2.35,Civil,1
366,E/16/219,2.3,Manufac,3
367,E/16/213,2.3,Civil,1
368,E/16/056,2.3,Civil,1
369,E/16/331,2.3,Civil,4
370,E/15/079,2.3,Manufac,1
371,E/16/059,2.3,Civil,1
372,E/16/176,2.3,Civil,1
373,E/16/174,2.3,Civil,2
374,E/15/033,2.3,Civil,3
375,E/16/374,2.3,Civil,4
376,E/15/028,2.25,Civil,1
377,E/16/215,2.25,Manufac,2
378,E/16/084,2.25,Manufac,1
379,E/16/308,2.25,Manufac,3
380,E/16/229,2.25,Civil,1
381,E/16/198,2.25,Manufac,2
382,E/16/178,2.25,Civil,5
383,E/16/157,2.25,Manufac,3
384,E/16/289,2.25,Manufac,1
385,E/16/384,2.25,Civil,3
386,E/16/395,2.25,Manufac,3
387,E/16/150,2.2,Manufac,5
388,E/16/295,2.2,Civil,2
389,E/16/192,2.2,Civil,2
390,E/16/121,2.2,Manufac,5
391,E/16/024,2.2,Manufac,2
392,E/15/149,2.2,Civil,2
393,E/16/085,2.2,Manufac,1
394,E/16/225,2.15,Manufac,2
395,E/16/310,2.15,Civil,3
396,E/16/112,2.15,Civil,1
397,E/16/099,2.15,Civil,1
398,E/16/337,2.15,Civil,1
399,E/16/075,2.15,Civil,3
400,E/16/184,2.15,Civil,3
401,E/16/160,2.15,Manufac,2
402,E/16/334,2.1,Manufac,4
403,E/16/252,2.1,Manufac,6
404,E/16/393,2.1,Manufac,3
405,E/16/346,2.1,Manufac,6
406,E/16/375,2.1,Manufac,5
407,E/16/109,2.1,Manufac,6
408,E/16/259,2.1,Manufac,5
409,E/16/113,2.1,Manufac,2
410,E/15/197,2.05,Manufac,6
411,E/16/408,2.05,Manufac,5
412,E/16/301,2.05,Manufac,5
413,E/16/220,2,Manufac,3
414,E/16/269,1.95,Manufac,2
415,E/16/155,1.95,Manufac,3
416,E/16/341,1.95,Manufac,5
417,E/16/170,1.9,Manufac,5
418,E/16/175,1.85,Manufac,3
